Chronon Stage,System Depth,dt,Time | Depth Differential,Sommerfeld's Constant,McElveen's EQ,"Information Creation/ ""Distance to Event Horizon"" Rceh [Glyr]",Entropic Error Rate,pi(n),2(pi)*(EQ),,(C*pi)*(B/C),,,,,,2pi(n)+((Cpi*C/2)+2pi),,CAM Equation,x/lnx,difference u-v,t/u,li(x),g^-1,,
9617,9618,16,0.001663547515,0.0001039717197,601.125,15.57019452,0.0642252734,30215.83814,3776.979768,61.45713765,30215.83814,,,30215.83814,3776.979768,,60840.08333,,131.0895195,1048.695814,917.6062942,0.1250024248,1.744555315,0.0642252734,0,1
9618,9619,2,0.0002079218214,0.0001039609107,4809.5,17.649844,0.05665772458,30218.97973,30218.97973,173.8360714,30218.97973,,,30218.97973,30218.97973,,60450.52584,,1048.793277,1048.792959,-0.0003178256511,1.000000303,0.2180669424,0.05665772458,0,1
9619,9620,24,0.002494802495,0.000103950104,400.8333333,15.16514526,0.06594068062,30222.12133,2518.510111,50.18475974,30222.12133,,,30222.12133,2518.510111,,61355.30452,,87.4113222,1048.890104,961.4787819,0.0833369691,2.616773648,0.06594068062,0,1
9620,9621,6,0.0006236357967,0.0001039392994,1603.5,16.55164751,0.06041694638,30225.26292,10075.08764,100.3747361,30225.26292,,,30225.26292,10075.08764,,60513.35769,,349.6633692,1048.987248,699.3238786,0.3333342421,0.654185998,0.06041694638,0,1
9621,9622,8,0.0008314279776,0.0001039284972,1202.75,16.2641733,0.06148483427,30228.40451,7557.101128,86.93158878,30228.40451,,,30228.40451,7557.101128,,60563.62318,,262.2723686,1049.084391,786.812022,0.2500012115,0.8722381131,0.06148483427,0,1
9622,9623,2,0.0002078353944,0.0001039176972,4811.5,17.65067551,0.05665505546,30231.54611,30231.54611,173.872212,30231.54611,,,30231.54611,30231.54611,,60475.65858,,1049.18185,1049.181532,-0.0003177079655,1.000000303,0.2180570575,0.05665505546,0,1
9623,9624,16,0.001662510391,0.0001039068994,601.5,15.57144179,0.06422012896,30234.6877,3779.335962,61.47630407,30234.6877,,,30234.6877,3779.335962,,60877.78244,,131.1623756,1049.278673,918.1162976,0.1250024221,1.744436697,0.06422012896,0,1
9624,9625,16,0.001662337662,0.0001038961039,601.5625,15.5716496,0.06421927194,30237.82929,3779.728661,61.47949789,30237.82929,,,30237.82929,3779.728661,,60884.06563,,131.1745178,1049.375813,918.2012952,0.1250024216,1.744416936,0.06421927194,0,1
9625,9626,4,0.0004155412425,0.0001038853106,2406.5,16.95815174,0.05896869042,30240.97088,15120.48544,122.9653831,30240.97088,,,30240.97088,15120.48544,,60513.35769,,524.7371112,1049.472952,524.7358407,0.5000006053,0.4360992944,0.05896869042,0,1
9626,9627,4,0.0004154980783,0.0001038745196,2406.75,16.9583595,0.05896796799,30244.11248,15122.05624,122.9717701,30244.11248,,,30244.11248,15122.05624,,60519.64088,,524.7856801,1049.57009,524.7844098,0.5000006052,0.4360943554,0.05896796799,0,1
9627,9628,12,0.001246364769,0.0001038637308,802.3333333,15.85995495,0.0630518815,30247.25407,5041.209011,71.0014719,30247.25407,,,30247.25407,5041.209011,,60726.98599,,174.9464432,1049.667227,874.7207837,0.1666684819,1.308268251,0.0630518815,0,1
9628,9629,2,0.0002077058885,0.0001038529442,4814.5,17.65192213,0.05665105434,30250.39566,30250.39566,173.9264088,30250.39566,,,30250.39566,30250.39566,,60513.35769,,1049.76468,1049.764363,-0.0003175315492,1.000000302,0.2180422397,0.05665105434,0,1
9629,9630,24,0.002492211838,0.0001038421599,401.25,15.16722318,0.0659316467,30253.53725,2521.128105,50.21083652,30253.53725,,,30253.53725,2521.128105,,61418.13638,,87.49226815,1049.861498,962.3692297,0.08333696238,2.616477253,0.0659316467,0,1
9630,9631,2,0.0002076627557,0.0001038313778,4815.5,17.6523375,0.05664972131,30256.67885,30256.67885,173.9444706,30256.67885,,,30256.67885,30256.67885,,60525.92406,,1049.958949,1049.958632,-0.0003174728126,1.000000302,0.2180373029,0.05664972131,0,1
9631,9632,24,0.002491694352,0.000103820598,401.3333333,15.1676385,0.06592984133,30259.82044,2521.651703,50.21605026,30259.82044,,,30259.82044,2521.651703,,61430.70275,,87.50845637,1050.055765,962.5473087,0.08333696103,2.616418019,0.06592984133,0,1
9632,9633,12,0.001245717845,0.0001038098204,802.75,15.86099332,0.0630477537,30262.96203,5043.827005,71.0199057,30262.96203,,,30262.96203,5043.827005,,60758.40192,,175.0273873,1050.152897,875.1255098,0.1666684802,1.308194204,0.0630477537,0,1
9633,9634,4,0.0004151961802,0.000103799045,2408.5,16.95981321,0.05896291353,30266.10362,15133.05181,123.0164697,30266.10362,,,30266.10362,15133.05181,,60563.62318,,525.1256489,1050.250028,525.1243794,0.5000006044,0.4360598,0.05896291353,0,1
9634,9635,8,0.0008303061754,0.0001037882719,1204.375,16.26687362,0.06147462772,30269.24522,7567.311304,86.99029431,30269.24522,,,30269.24522,7567.311304,,60645.30458,,262.5880591,1050.347159,787.7590995,0.2500012086,0.8721097321,0.06147462772,0,1
9635,9636,24,0.002490660025,0.000103777501,401.5,15.1684689,0.06592623203,30272.38681,2522.698901,50.22647609,30272.38681,,,30272.38681,2522.698901,,61455.83549,,87.54083186,1050.444288,962.9034559,0.08333695835,2.616299596,0.06592623203,0,1
9636,9637,4,0.0004150669295,0.0001037667324,2409.25,16.96043591,0.05896074873,30275.5284,15137.7642,123.0356217,30275.5284,,,30275.5284,15137.7642,,60582.47273,,525.2713426,1050.541416,525.2700734,0.5000006041,0.4360449999,0.05896074873,0,1
9637,9638,8,0.0008300477277,0.000103755966,1204.75,16.26749625,0.0614722748,30278.67,7569.667499,87.00383612,30278.67,,,30278.67,7569.667499,,60664.15414,,262.6609049,1050.638543,787.9776385,0.2500012079,0.8720801356,0.0614722748,0,1
9638,9639,20,0.002074904036,0.0001037452018,481.95,15.35141302,0.06514058338,30281.81159,3028.181159,55.02891203,30281.81159,,,30281.81159,3028.181159,,61198.22489,,105.0767393,1050.73567,945.6589304,0.1000030192,2.180175682,0.06514058338,0,1
9639,9640,16,0.001659751037,0.0001037344398,602.5,15.57476405,0.06420643013,30284.95318,3785.619148,61.52738535,30284.95318,,,30284.95318,3785.619148,,60978.31341,,131.3566371,1050.832795,919.4761581,0.1250024149,1.744120822,0.06420643013,0,1
9640,9641,4,0.0004148947205,0.0001037236801,2410.25,16.96126587,0.05895786361,30288.09477,15144.04739,123.061153,30288.09477,,,30288.09477,15144.04739,,60607.60547,,525.4655941,1050.92992,525.4643254,0.5000006036,0.4360252752,0.05895786361,0,1
9641,9642,8,0.000829703381,0.0001037129226,1205.25,16.26832613,0.061469139,30291.23637,7572.809091,87.02188858,30291.23637,,,30291.23637,7572.809091,,60689.28688,,262.7580294,1051.027043,788.2690137,0.250001207,0.8720406912,0.061469139,0,1
9642,9643,2,0.0002074043348,0.0001037021674,4821.5,17.6548279,0.05664173026,30294.37796,30294.37796,174.0528022,30294.37796,,,30294.37796,30294.37796,,60601.32229,,1051.124483,1051.124166,-0.0003171207554,1.000000302,0.2180077083,0.05664173026,0,1
9643,9644,6,0.0006221484861,0.0001036914144,1607.333333,16.55642301,0.06039951984,30297.51955,10099.17318,100.4946426,30297.51955,,,30297.51955,10099.17318,,60657.87096,,350.408047,1051.221287,700.8132401,0.3333342383,0.6540157323,0.06039951984,0,1
9644,9645,8,0.0008294453084,0.0001036806636,1205.625,16.26894831,0.0614667882,30300.66114,7575.165286,87.03542547,30300.66114,,,30300.66114,7575.165286,,60708.13644,,262.8308701,1051.318408,788.4875375,0.2500012063,0.8720111209,0.0614667882,0,1
9645,9646,16,0.00165871864,0.000103669915,602.875,15.57600848,0.06420130044,30303.80274,3787.975342,61.54652989,30303.80274,,,30303.80274,3787.975342,,61016.01252,,131.4294772,1051.415527,919.9860501,0.1250024122,1.744002533,0.06420130044,0,1
9646,9647,4,0.0004146366746,0.0001036591687,2411.75,16.96251017,0.05895353872,30306.94433,15153.47216,123.0994401,30306.94433,,,30306.94433,15153.47216,,60645.30458,,525.7569569,1051.512646,525.7556889,0.5000006029,0.4359957068,0.05895353872,0,1
9647,9648,30,0.003109452736,0.0001036484245,321.6,14.94781446,0.06689941215,30310.08592,2020.672395,44.95188978,30310.08592,,,30310.08592,2020.672395,,62040.17172,,70.11207212,1051.609764,981.4976914,0.06667118788,3.269930857,0.06689941215,0,1
9648,9649,2,0.0002072753653,0.0001036376827,4824.5,17.65607194,0.05663773931,30313.22751,30313.22751,174.1069428,30313.22751,,,30313.22751,30313.22751,,60639.0214,,1051.707197,1051.70688,-0.0003169450479,1.000000301,0.2179929278,0.05663773931,0,1
9649,9650,12,0.001243523316,0.000103626943,804.1666667,15.86451974,0.06303373922,30316.36911,5052.728185,71.08254487,30316.36911,,,30316.36911,5052.728185,,60865.21607,,175.3025675,1051.803996,876.5014285,0.1666684745,1.307942793,0.06303373922,0,1
9650,9651,4,0.0004144648223,0.0001036162056,2412.75,16.96333927,0.0589506573,30319.5107,15159.75535,123.1249583,30319.5107,,,30319.5107,15159.75535,,60670.43733,,525.9511892,1051.901111,525.9499216,0.5000006025,0.435976007,0.0589506573,0,1
9651,9652,12,0.001243265644,0.0001036054704,804.3333333,15.8649342,0.06303209249,30322.65229,5053.775382,71.08991055,30322.65229,,,30322.65229,5053.775382,,60877.78244,,175.3349386,1051.998225,876.663286,0.1666684738,1.307913251,0.06303209249,0,1
9652,9653,6,0.0006215684243,0.0001035947374,1608.833333,16.55828858,0.0603927148,30325.79389,10108.59796,100.5415236,30325.79389,,,30325.79389,10108.59796,,60714.41962,,350.6993963,1052.095337,701.3959412,0.3333342368,0.6539492412,0.0603927148,0,1
9653,9654,8,0.000828672053,0.0001035840066,1206.75,16.27081369,0.06145974129,30328.93548,7582.233869,87.0760235,30328.93548,,,30328.93548,7582.233869,,60764.68511,,263.0493795,1052.192449,789.1430699,0.2500012043,0.8719224772,0.06145974129,0,1
9654,9655,4,0.0004142931124,0.0001035732781,2413.75,16.96416803,0.05894777736,30332.07707,15166.03854,123.1504711,30332.07707,,,30332.07707,15166.03854,,60695.57007,,526.1454137,1052.28956,526.1441466,0.5000006021,0.4359563171,0.05894777736,0,1
9655,9656,16,0.001657000829,0.0001035625518,603.5,15.5780808,0.06419275985,30335.21866,3791.902333,61.57842425,30335.21866,,,30335.21866,3791.902333,,61078.84437,,131.5508677,1052.38667,920.8358026,0.1250024078,1.743805585,0.06419275985,0,1
9656,9657,12,0.001242621932,0.0001035518277,804.75,15.86596999,0.06302797753,30338.36026,5056.393376,71.10832143,30338.36026,,,30338.36026,5056.393376,,60909.19837,,175.4158635,1052.483779,877.0679158,0.1666684722,1.307839428,0.06302797753,0,1
9657,9658,8,0.0008283288466,0.0001035411058,1207.25,16.27164219,0.06145661195,30341.50185,7585.375462,87.094061,30341.50185,,,30341.50185,7585.375462,,60789.81785,,263.1464886,1052.580887,789.4343988,0.2500012034,0.8718831123,0.06145661195,0,1
9658,9659,4,0.0004141215447,0.0001035303862,2414.75,16.96499644,0.05894489889,30344.64344,15172.32172,123.1759787,30344.64344,,,30344.64344,15172.32172,,60720.70281,,526.3396305,1052.677994,526.3383639,0.5000006016,0.4359366371,0.05894489889,0,1
9659,9660,48,0.004968944099,0.0001035196687,201.25,14.48029684,0.06905935775,30347.78503,1264.491043,35.55968283,30347.78503,,,30347.78503,1264.491043,,64320.96799,,43.87322789,1052.775101,1008.901873,0.04167388445,5.231180624,0.06905935775,0,1
9660,9661,2,0.000207017907,0.0001035089535,4830.5,17.6585577,0.05662976653,30350.92663,30350.92663,174.2151734,30350.92663,,,30350.92663,30350.92663,,60714.41962,,1052.872522,1052.872206,-0.0003165942887,1.000000301,0.2179634004,0.05662976653,0,1
9661,9662,4,0.0004139929621,0.0001034982405,2415.5,16.96561753,0.058942741,30354.06822,15177.03411,123.1951059,30354.06822,,,30354.06822,15177.03411,,60739.55236,,526.4852881,1052.96931,526.4840219,0.5000006013,0.4359218837,0.058942741,0,1
9662,9663,4,0.000413950119,0.0001034875298,2415.75,16.96582451,0.05894202189,30357.20981,15178.60491,123.2014809,30357.20981,,,30357.20981,15178.60491,,60745.83555,,526.5338397,1053.066413,526.5325735,0.5000006012,0.4359169671,0.05894202189,0,1
9663,9664,14,0.001448675497,0.0001034768212,690.2857143,15.71326851,0.06364048316,30360.3514,4337.193058,65.85736905,30360.3514,,,30360.3514,4337.193058,,61034.86207,,150.4541463,1053.163516,902.7093692,0.1428592466,1.525692179,0.06364048316,0,1
9664,9665,4,0.0004138644594,0.0001034661148,2416.25,16.96623842,0.05894058395,30363.493,15181.7465,123.2142301,30363.493,,,30363.493,15181.7465,,60758.40192,,526.6309414,1053.260617,526.6296755,0.5000006009,0.4359071358,0.05894058395,0,1
9665,9666,16,0.001655286571,0.0001034554107,604.125,15.58015098,0.06418423038,30366.63459,3795.829324,61.61030209,30366.63459,,,30366.63459,3795.829324,,61141.67622,,131.6722462,1053.357717,921.685471,0.1250024033,1.743608884,0.06418423038,0,1
9666,9667,4,0.0004137788352,0.0001034447088,2416.75,16.96665224,0.05893914637,30369.77618,15184.88809,123.2269779,30369.77618,,,30369.77618,15184.88809,,60770.96829,,526.7280411,1053.454817,526.7267755,0.5000006007,0.435897307,0.05893914637,0,1
9667,9668,6,0.0006206040546,0.0001034340091,1611.333333,16.56139401,0.06038139055,30372.91777,10124.30592,100.61961,30372.91777,,,30372.91777,10124.30592,,60808.6674,,351.1849209,1053.551915,702.3669942,0.3333342343,0.6538385902,0.06038139055,0,1
9668,9669,8,0.0008273864929,0.0001034233116,1208.625,16.2739188,0.0614480146,30376.05937,7594.014842,87.14364487,30376.05937,,,30376.05937,7594.014842,,60858.93289,,263.4135186,1053.649013,790.235494,0.250001201,0.8717749612,0.0614480146,0,1
9669,9670,8,0.0008273009307,0.0001034126163,1208.75,16.27412564,0.06144723363,30379.20096,7594.80024,87.1481511,30379.20096,,,30379.20096,7594.80024,,60865.21607,,263.4377926,1053.746109,790.3083165,0.2500012008,0.8717651368,0.06144723363,0,1
9670,9671,4,0.0004136076931,0.0001034019233,2417.75,16.96747963,0.05893627232,30382.34255,15191.17128,123.2524697,30382.34255,,,30382.34255,15191.17128,,60796.10103,,526.9222349,1053.843205,526.9209697,0.5000006003,0.4358776568,0.05893627232,0,1
9671,9672,32,0.003308519438,0.0001033912324,302.25,14.88824488,0.06716708436,30385.48415,1899.092759,43.57858143,30385.48415,,,30385.48415,1899.092759,,62385.74691,,65.876329,1053.940299,988.0639702,0.06250480131,3.486981966,0.06716708436,0,1
9672,9673,4,0.0004135221751,0.0001033805438,2418.25,16.9678932,0.05893483584,30388.62574,15194.31287,123.2652135,30388.62574,,,30388.62574,15194.31287,,60808.6674,,527.0193289,1054.037393,527.0180639,0.5000006001,0.4358678354,0.05893483584,0,1
9673,9674,8,0.0008269588588,0.0001033698573,1209.25,16.27495277,0.06144411074,30391.76733,7597.941833,87.16617367,30391.76733,,,30391.76733,7597.941833,,60890.34881,,263.5348862,1054.134486,790.5995993,0.2500011999,0.8717258512,0.06144411074,0,1
9674,9675,18,0.001860465116,0.0001033591731,537.5,15.46422928,0.06466536301,30394.90892,3377.212103,58.11378582,30394.90892,,,30394.90892,3377.212103,,61305.03904,,117.1396876,1054.231577,937.0918897,0.1111138104,1.961361074,0.06466536301,0,1
9675,9676,12,0.001240181893,0.0001033484911,806.3333333,15.86990109,0.06301236499,30398.05052,5066.341753,71.17823932,30398.05052,,,30398.05052,5066.341753,,61028.57889,,175.7233416,1054.328668,878.6053264,0.1666684659,1.307559324,0.06301236499,0,1
9676,9677,2,0.0002066756226,0.0001033378113,4838.5,17.66186725,0.05661915504,30401.19211,30401.19211,174.3593763,30401.19211,,,30401.19211,30401.19211,,60814.95059,,1054.426074,1054.425758,-0.0003161278207,1.0000003,0.2179241,0.05661915504,0,1
9677,9678,8,0.0008266170696,0.0001033271337,1209.75,16.27577955,0.06144098946,30404.3337,7601.083425,87.18419252,30404.3337,,,30404.3337,7601.083425,,60915.48155,,263.6319761,1054.522847,790.8908706,0.250001199,0.8716865854,0.06144098946,0,1
9678,9679,2,0.0002066329166,0.0001033164583,4839.5,17.66228056,0.05661783011,30407.47529,30407.47529,174.3773933,30407.47529,,,30407.47529,30407.47529,,60827.51696,,1054.620251,1054.619935,-0.0003160695974,1.0000003,0.217919193,0.05661783011,0,1
9679,9680,30,0.003099173554,0.0001033057851,322.6666667,14.95443698,0.06686978596,30410.61689,2027.374459,45.02637515,30410.61689,,,30410.61689,2027.374459,,62241.23365,,70.31920864,1054.717021,984.3978128,0.06667116128,3.2687511,0.06686978596,0,1
9680,9681,8,0.0008263609131,0.0001032951141,1210.125,16.27639942,0.06143864956,30413.75848,7603.43962,87.19770421,30413.75848,,,30413.75848,7603.43962,,60934.33111,,263.7047909,1054.814107,791.1093165,0.2500011984,0.871657149,0.06143864956,0,1
9681,9682,8,0.0008262755629,0.0001032844454,1210.25,16.276606,0.06143786979,30416.90007,7604.225018,87.20220764,30416.90007,,,30416.90007,7604.225018,,60940.61429,,263.729062,1054.911192,791.1821304,0.2500011981,0.8716473393,0.06143786979,0,1
9682,9683,4,0.0004130951152,0.0001032737788,2420.75,16.96995974,0.05892765896,30420.04166,15210.02083,123.3289132,30420.04166,,,30420.04166,15210.02083,,60871.49926,,527.5047702,1055.008276,527.5035063,0.500000599,0.4358187655,0.05892765896,0,1
9683,9684,18,0.001858736059,0.0001032631144,538,15.46608888,0.06465758783,30423.18326,3380.353695,58.14080921,30423.18326,,,30423.18326,3380.353695,,61361.58771,,117.2367721,1055.10536,937.8685874,0.1111138059,1.961162378,0.06465758783,0,1
9684,9685,8,0.000826019618,0.0001032524522,1210.625,16.27722561,0.06143553109,30426.32485,7606.581213,87.21571655,30426.32485,,,30426.32485,7606.581213,,60959.46385,,263.801874,1055.202442,791.4005677,0.2500011975,0.8716179178,0.06143553109,0,1
9685,9686,8,0.0008259343382,0.0001032417923,1210.75,16.2774321,0.06143475172,30429.46644,7607.366611,87.22021905,30429.46644,,,30429.46644,7607.366611,,60965.74704,,263.8261442,1055.299523,791.4733787,0.2500011973,0.871608113,0.06143475172,0,1
9686,9687,4,0.000412924538,0.0001032311345,2421.75,16.97078576,0.05892479077,30432.60804,15216.30402,123.3543839,30432.60804,,,30432.60804,15216.30402,,60896.632,,527.6989332,1055.396603,527.6976699,0.5000005985,0.4357991548,0.05892479077,0,1
9687,9688,16,0.001651527663,0.0001032204789,605.5,15.58469785,0.06416550451,30435.74963,3804.468703,61.68037535,30435.74963,,,30435.74963,3804.468703,,61279.9063,,131.9392367,1055.493682,923.5544456,0.1250023936,1.743177015,0.06416550451,0,1
9688,9689,2,0.0002064196512,0.0001032098256,4844.5,17.66434582,0.05661121052,30438.89122,30438.89122,174.4674503,30438.89122,,,30438.89122,30438.89122,,60890.34881,,1055.591076,1055.590761,-0.0003157788976,1.000000299,0.2178946766,0.05661121052,0,1
9689,9690,32,0.003302373581,0.0001031991744,302.8125,14.89196351,0.06715031228,30442.03281,1902.627051,43.61911337,30442.03281,,,30442.03281,1902.627051,,62498.84425,,65.98554179,1055.687838,989.7022962,0.06250478543,3.486275626,0.06715031228,0,1
9690,9691,4,0.0004127541017,0.0001031885254,2422.75,16.97161144,0.05892192405,30445.17441,15222.5872,123.3798493,30445.17441,,,30445.17441,15222.5872,,60921.76474,,527.8930886,1055.784914,527.8918257,0.5000005981,0.435779554,0.05892192405,0,1
9691,9692,6,0.000619067272,0.0001031778787,1615.333333,16.56635269,0.06036331705,30448.316,10149.43867,100.7444225,30448.316,,,30448.316,10149.43867,,60959.46385,,351.9616103,1055.88199,703.9203794,0.3333342303,0.6536619829,0.06036331705,0,1
9692,9693,8,0.0008253378727,0.0001031672341,1211.625,16.27887697,0.06142929896,30451.45759,7612.864398,87.25173006,30451.45759,,,30451.45759,7612.864398,,61009.72933,,263.9960287,1055.979064,791.9830355,0.2500011957,0.8715395145,0.06142929896,0,1
9693,9694,8,0.0008252527336,0.0001031565917,1211.75,16.27908329,0.0614285204,30454.59918,7613.649796,87.2562307,30454.59918,,,30454.59918,7613.649796,,61016.01252,,264.020297,1056.076138,792.0558408,0.2500011955,0.8715297196,0.0614285204,0,1
9694,9695,8,0.0008251676122,0.0001031459515,1211.875,16.27928959,0.06142774193,30457.74078,7614.435194,87.26073111,30457.74078,,,30457.74078,7614.435194,,61022.2957,,264.044565,1056.17321,792.1286453,0.2500011953,0.871519926,0.06142774193,0,1
9695,9696,24,0.002475247525,0.0001031353135,404,15.18088359,0.06587231859,30460.88237,2538.406864,50.38260478,30460.88237,,,30460.88237,2538.406864,,61832.82661,,88.02631037,1056.270282,968.2439715,0.08333691847,2.614530401,0.06587231859,0,1
9696,9697,2,0.0002062493555,0.0001031246777,4848.5,17.6659965,0.05660592088,30464.02396,30464.02396,174.5394625,30464.02396,,,30464.02396,30464.02396,,60940.61429,,1056.367668,1056.367353,-0.0003155467848,1.000000299,0.2178750856,0.05660592088,0,1
9697,9698,8,0.0008249123531,0.0001031140441,1212.25,16.27990837,0.06142540714,30467.16555,7616.791389,87.27423095,30467.16555,,,30467.16555,7616.791389,,61041.14526,,264.1173676,1056.464422,792.3470546,0.2500011946,0.8714905524,0.06142540714,0,1
9698,9699,8,0.0008248273018,0.0001031034127,1212.375,16.28011459,0.06142462907,30470.30715,7617.576787,87.27873044,30470.30715,,,30470.30715,7617.576787,,61047.42844,,264.1416347,1056.561491,792.4198562,0.2500011944,0.8714807637,0.06142462907,0,1
9699,9700,18,0.001855670103,0.0001030927835,538.8888889,15.46939057,0.0646437877,30473.44874,3385.938749,58.18881979,30473.44874,,,30473.44874,3385.938749,,61462.11867,,117.4093456,1056.658559,939.249213,0.111113798,1.960809696,0.0646437877,0,1
9700,9701,4,0.0004123286259,0.0001030821565,2425.25,16.97367414,0.05891476363,30476.59033,15238.29517,123.4434898,30476.59033,,,30476.59033,15238.29517,,60984.59659,,528.3784436,1056.755625,528.3771819,0.500000597,0.435730595,0.05891476363,0,1
9701,9702,36,0.003710575139,0.0001030715316,269.5,14.77665572,0.06767431136,30479.73193,1693.31844,41.14995067,30479.73193,,,30479.73193,1693.31844,,63001.49908,,58.71971553,1056.852691,998.1329758,0.05556092728,3.921531322,0.06767431136,0,1
9702,9703,4,0.000412243636,0.000103060909,2425.75,16.97408643,0.05891333264,30482.87352,15241.43676,123.4562139,30482.87352,,,30482.87352,15241.43676,,60997.16296,,528.4755089,1056.949756,528.4742474,0.5000005968,0.4357208106,0.05891333264,0,1
9703,9704,8,0.0008244023083,0.0001030502885,1213,16.28114536,0.06142074024,30486.01511,7621.503778,87.30122438,30486.01511,,,30486.01511,7621.503778,,61078.84437,,264.2629664,1057.04682,792.7838537,0.2500011933,0.8714318385,0.06142074024,0,1
9704,9705,8,0.0008243173622,0.0001030396703,1213.125,16.28135145,0.06141996278,30489.1567,7622.289176,87.30572247,30489.1567,,,30489.1567,7622.289176,,61085.12756,,264.287232,1057.143883,792.8566511,0.2500011931,0.8714220572,0.06141996278,0,1
9705,9706,8,0.0008242324335,0.0001030290542,1213.25,16.28155752,0.06141918541,30492.2983,7623.074574,87.31022033,30492.2983,,,30492.2983,7623.074574,,61091.41074,,264.3114974,1057.240945,792.9294477,0.2500011929,0.8714122771,0.06141918541,0,1
9706,9707,4,0.0004120737612,0.0001030184403,2426.75,16.97491075,0.05891047175,30495.43989,15247.71994,123.4816583,30495.43989,,,30495.43989,15247.71994,,61022.2957,,528.6696336,1057.338006,528.6683726,0.5000005963,0.4357012491,0.05891047175,0,1
9707,9708,12,0.001236093943,0.0001030078286,809,15.87650448,0.06298615675,30498.58148,5083.096914,71.29584079,30498.58148,,,30498.58148,5083.096914,,61229.64082,,176.2410691,1057.435066,881.1939972,0.1666684553,1.307089081,0.06298615675,0,1
9708,9709,8,0.0008239777526,0.0001029972191,1213.625,16.2821756,0.06141685391,30501.72307,7625.430768,87.32371252,30501.72307,,,30501.72307,7625.430768,,61110.2603,,264.3842922,1057.532125,793.1478333,0.2500011922,0.8713829441,0.06141685391,0,1
9709,9710,8,0.0008238928939,0.0001029866117,1213.75,16.28238158,0.06141607694,30504.86467,7626.216167,87.32820945,30504.86467,,,30504.86467,7626.216167,,61116.54348,,264.4085566,1057.629184,793.2206271,0.250001192,0.8713731688,0.06141607694,0,1
9710,9711,12,0.001235712079,0.0001029760066,809.25,15.87712244,0.06298370527,30508.00626,5084.66771,71.30685598,30508.00626,,,30508.00626,5084.66771,,61248.49037,,176.2895977,1057.726241,881.4366433,0.1666684543,1.307045092,0.06298370527,0,1
9711,9712,10,0.001029654036,0.0001029654036,971.2,16.05964993,0.0622678579,30511.14785,6102.22957,78.11676882,30511.14785,,,30511.14785,6102.22957,,61185.65852,,211.566235,1057.823297,846.2570622,0.2000014894,1.089192028,0.0622678579,0,1
9712,9713,4,0.0004118192114,0.0001029548028,2428.25,16.97614659,0.05890618315,30514.28944,15257.14472,123.5198151,30514.28944,,,30514.28944,15257.14472,,61059.99482,,528.9608064,1057.920353,528.9595461,0.5000005957,0.4356719253,0.05890618315,0,1
9713,9714,8,0.0008235536339,0.0001029442042,1214.25,16.2832053,0.06141297007,30517.43104,7629.357759,87.34619488,30517.43104,,,30517.43104,7629.357759,,61141.67622,,264.5056119,1058.017407,793.511795,0.2500011911,0.8713340802,0.06141297007,0,1
9714,9715,8,0.0008234688626,0.0001029336078,1214.375,16.28341118,0.0614121936,30520.57263,7630.143157,87.35069065,30520.57263,,,30520.57263,7630.143157,,61147.95941,,264.5298752,1058.11446,793.5845852,0.2500011909,0.8713243111,0.0614121936,0,1
9715,9716,12,0.001235076163,0.0001029230136,809.6666667,15.87815193,0.06297962158,30523.71422,5087.285704,71.32521086,30523.71422,,,30523.71422,5087.285704,,61279.9063,,176.3704754,1058.211513,881.8410374,0.1666684527,1.306971815,0.06297962158,0,1
9716,9717,8,0.0008232993722,0.0001029124215,1214.625,16.28382287,0.06141064096,30526.85581,7631.713954,87.35968151,30526.85581,,,30526.85581,7631.713954,,61160.52578,,264.578401,1058.308564,793.7301634,0.2500011905,0.8713047766,0.06141064096,0,1
9717,9718,8,0.0008232146532,0.0001029018317,1214.75,16.28402869,0.06140986479,30529.99741,7632.499352,87.36417659,30529.99741,,,30529.99741,7632.499352,,61166.80897,,264.6026635,1058.405615,793.8029514,0.2500011902,0.8712950112,0.06140986479,0,1
9718,9719,2,0.0002057824879,0.000102891244,4859.5,17.67052884,0.05659140193,30533.139,30533.139,174.7373429,30533.139,,,30533.139,30533.139,,61078.84437,,1058.502979,1058.502664,-0.0003149102504,1.000000298,0.2178213118,0.05659140193,0,1
9719,9720,48,0.004938271605,0.0001028806584,202.5,14.49268078,0.06900034679,30536.28059,1272.345025,35.66994568,30536.28059,,,30536.28059,1272.345025,,64697.95911,,44.11587827,1058.599713,1014.483835,0.04167380524,5.227652904,0.06900034679,0,1
9720,9721,2,0.0002057401502,0.0001028700751,4860.5,17.67094037,0.05659008402,30539.42219,30539.42219,174.7553209,30539.42219,,,30539.42219,30539.42219,,61091.41074,,1058.697076,1058.696761,-0.0003148525054,1.000000297,0.2178164306,0.05659008402,0,1
9721,9722,4,0.0004114379757,0.0001028594939,2430.5,16.97799891,0.05889975639,30542.56378,15271.28189,123.5770282,30542.56378,,,30542.56378,15271.28189,,61116.54348,,529.3975334,1058.793808,529.3962741,0.5000005947,0.4356279809,0.05889975639,0,1
9722,9723,8,0.0008227913196,0.0001028489149,1215.375,16.28505744,0.06140598543,30545.70537,7636.426343,87.38664854,30545.70537,,,30545.70537,7636.426343,,61198.22489,,264.7239725,1058.890853,794.1668808,0.2500011891,0.8712462025,0.06140598543,0,1
